,threshold,metric,filename,model,param_config,time
2531,0.4599744547840463,0.49674054758800523,"(7, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,7
2881,0.5073037951354111,0.46769527483124396,"(8, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,8
3231,0.6937581947006346,0.4679186228482003,"(9, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,9
82,0.512385152494279,0.6465201465201466,"(0, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,0
432,0.4646863180274924,0.5439490445859873,"(1, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,1
782,0.4796090660876833,0.391304347826087,"(2, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,2
1132,0.5499192446852131,0.4200680272108844,"(3, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,3
1482,0.5452232057309624,0.5364238410596026,"(4, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,4
1832,0.5103617530467477,0.6386554621848739,"(5, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,5
2182,0.436024871967451,0.5543071161048689,"(6, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,6
2532,0.44620609424254537,0.4863013698630137,"(7, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,7
2882,0.4783622866379965,0.4810810810810811,"(8, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,8
3232,0.6802046046617206,0.4647239263803681,"(9, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,9
83,0.5290054016058912,0.6524163568773235,"(0, 1, 39)_LogisticRegression_date_params.csv",LogisticRegression_date_params,39,0
433,0.4769283363123534,0.5426452410383189,"(1, 1, 39)_LogisticRegression_date_params.csv",LogisticRegression_date_params,39,1
783,0.4964210049789942,0.38846153846153847,"(2, 1, 39)_LogisticRegression_date_params.csv",LogisticRegression_date_params,39,2
1133,0.5519414943317621,0.4200680272108844,"(3, 1, 39)_LogisticRegression_date_params.csv",LogisticRegression_date_params,39,3
1483,0.5600028278011935,0.5337620578778135,"(4, 1, 39)_LogisticRegression_date_params.csv",LogisticRegression_date_params,39,4
1833,0.5145133846072665,0.6291666666666667,"(5, 1, 39)_LogisticRegression_date_params.csv",LogisticRegression_date_params,39,5
2183,0.4397657612770013,0.5536028119507909,"(6, 1, 39)_LogisticRegression_date_params.csv",LogisticRegression_date_params,39,6
2533,0.4526144802273786,0.48508430609597925,"(7, 1, 39)_LogisticRegression_date_params.csv",LogisticRegression_date_params,39,7
2883,0.4921957436814621,0.4742647058823529,"(8, 1, 39)_LogisticRegression_date_params.csv",LogisticRegression_date_params,39,8
3233,0.6893011685950745,0.46226415094339623,"(9, 1, 39)_LogisticRegression_date_params.csv",LogisticRegression_date_params,39,9
84,0.5343814192947229,0.6505791505791506,"(0, 1, 4)_LogisticRegression_date_params.csv",LogisticRegression_date_params,4,0
434,0.4792982529578484,0.5411622276029056,"(1, 1, 4)_LogisticRegression_date_params.csv",LogisticRegression_date_params,4,1
784,0.499800112437863,0.391304347826087,"(2, 1, 4)_LogisticRegression_date_params.csv",LogisticRegression_date_params,4,2
1134,0.5533914902508064,0.42078364565587734,"(3, 1, 4)_LogisticRegression_date_params.csv",LogisticRegression_date_params,4,3
1484,0.5624981173198624,0.5290322580645161,"(4, 1, 4)_LogisticRegression_date_params.csv",LogisticRegression_date_params,4,4
1834,0.5152265175916276,0.6234817813765182,"(5, 1, 4)_LogisticRegression_date_params.csv",LogisticRegression_date_params,4,5
2184,0.44113998028368623,0.5496575342465754,"(6, 1, 4)_LogisticRegression_date_params.csv",LogisticRegression_date_params,4,6
2534,0.455939901301851,0.4858974358974359,"(7, 1, 4)_LogisticRegression_date_params.csv",LogisticRegression_date_params,4,7
2884,0.5004629134987354,0.4718574108818011,"(8, 1, 4)_LogisticRegression_date_params.csv",LogisticRegression_date_params,4,8
3234,0.6902771202660204,0.46801872074882994,"(9, 1, 4)_LogisticRegression_date_params.csv",LogisticRegression_date_params,4,9
85,0.4518289331153309,0.6368515205724508,"(0, 1, 40)_LogisticRegression_date_params.csv",LogisticRegression_date_params,40,0
435,0.42459282282864735,0.5574468085106383,"(1, 1, 40)_LogisticRegression_date_params.csv",LogisticRegression_date_params,40,1
785,0.42363403916035175,0.3893805309734513,"(2, 1, 40)_LogisticRegression_date_params.csv",LogisticRegression_date_params,40,2
1135,0.5567928255733481,0.4179357021996616,"(3, 1, 40)_LogisticRegression_date_params.csv",LogisticRegression_date_params,40,3
1485,0.5152498169049325,0.5423728813559322,"(4, 1, 40)_LogisticRegression_date_params.csv",LogisticRegression_date_params,40,4
1835,0.4929839038807216,0.6607142857142857,"(5, 1, 40)_LogisticRegression_date_params.csv",LogisticRegression_date_params,40,5
2185,0.4206784582169351,0.556640625,"(6, 1, 40)_LogisticRegression_date_params.csv",LogisticRegression_date_params,40,6
2535,0.4227733968877628,0.44739884393063584,"(7, 1, 40)_LogisticRegression_date_params.csv",LogisticRegression_date_params,40,7
2885,0.4450358903779763,0.4717153284671533,"(8, 1, 40)_LogisticRegression_date_params.csv",LogisticRegression_date_params,40,8
3235,0.6649001938608498,0.46074074074074073,"(9, 1, 40)_LogisticRegression_date_params.csv",LogisticRegression_date_params,40,9
86,0.5404446351536147,0.6500994035785288,"(0, 1, 41)_LogisticRegression_date_params.csv",LogisticRegression_date_params,41,0
436,0.4803124266001318,0.5272108843537415,"(1, 1, 41)_LogisticRegression_date_params.csv",LogisticRegression_date_params,41,1
786,0.503374487257081,0.390452876376989,"(2, 1, 41)_LogisticRegression_date_params.csv",LogisticRegression_date_params,41,2
1136,0.5563077286550273,0.4229452054794521,"(3, 1, 41)_LogisticRegression_date_params.csv",LogisticRegression_date_params,41,3
1486,0.5654379407675612,0.5210355987055016,"(4, 1, 41)_LogisticRegression_date_params.csv",LogisticRegression_date_params,41,4
1836,0.5167983229131942,0.610236220472441,"(5, 1, 41)_LogisticRegression_date_params.csv",LogisticRegression_date_params,41,5
2186,0.4460330568845234,0.5503731343283582,"(6, 1, 41)_LogisticRegression_date_params.csv",LogisticRegression_date_params,41,6
2536,0.4598904782256888,0.49550706033376124,"(7, 1, 41)_LogisticRegression_date_params.csv",LogisticRegression_date_params,41,7
2886,0.5082979688574878,0.472007722007722,"(8, 1, 41)_LogisticRegression_date_params.csv",LogisticRegression_date_params,41,8
3236,0.6942876779529322,0.46771653543307085,"(9, 1, 41)_LogisticRegression_date_params.csv",LogisticRegression_date_params,41,9
87,0.4518289041163719,0.6368515205724508,"(0, 1, 42)_LogisticRegression_date_params.csv",LogisticRegression_date_params,42,0
437,0.4245928095921521,0.5574468085106383,"(1, 1, 42)_LogisticRegression_date_params.csv",LogisticRegression_date_params,42,1
787,0.4236340148809589,0.3893805309734513,"(2, 1, 42)_LogisticRegression_date_params.csv",LogisticRegression_date_params,42,2
1137,0.556792702734085,0.4179357021996616,"(3, 1, 42)_LogisticRegression_date_params.csv",LogisticRegression_date_params,42,3
1487,0.5152497754457556,0.5423728813559322,"(4, 1, 42)_LogisticRegression_date_params.csv",LogisticRegression_date_params,42,4
1837,0.4929838500854859,0.6607142857142857,"(5, 1, 42)_LogisticRegression_date_params.csv",LogisticRegression_date_params,42,5
2187,0.4206784608146583,0.556640625,"(6, 1, 42)_LogisticRegression_date_params.csv",LogisticRegression_date_params,42,6
2537,0.4227733871567204,0.44739884393063584,"(7, 1, 42)_LogisticRegression_date_params.csv",LogisticRegression_date_params,42,7
2887,0.4450358755545672,0.4717153284671533,"(8, 1, 42)_LogisticRegression_date_params.csv",LogisticRegression_date_params,42,8
3237,0.6648999878167835,0.46074074074074073,"(9, 1, 42)_LogisticRegression_date_params.csv",LogisticRegression_date_params,42,9
88,0.4940772969028565,0.6507352941176471,"(0, 1, 43)_LogisticRegression_date_params.csv",LogisticRegression_date_params,43,0
438,0.4536844158440649,0.5517693315858454,"(1, 1, 43)_LogisticRegression_date_params.csv",LogisticRegression_date_params,43,1
788,0.46464142324581104,0.3930942895086321,"(2, 1, 43)_LogisticRegression_date_params.csv",LogisticRegression_date_params,43,2
1138,0.5477030082152522,0.41989881956155145,"(3, 1, 43)_LogisticRegression_date_params.csv",LogisticRegression_date_params,43,3
1488,0.5377966639923523,0.5420875420875421,"(4, 1, 43)_LogisticRegression_date_params.csv",LogisticRegression_date_params,43,4
1838,0.5093407070438493,0.6543778801843319,"(5, 1, 43)_LogisticRegression_date_params.csv",LogisticRegression_date_params,43,5
2188,0.4320352860706694,0.5653846153846154,"(6, 1, 43)_LogisticRegression_date_params.csv",LogisticRegression_date_params,43,6
2538,0.4405050247215225,0.4765013054830287,"(7, 1, 43)_LogisticRegression_date_params.csv",LogisticRegression_date_params,43,7
2888,0.4705009888217175,0.4861111111111111,"(8, 1, 43)_LogisticRegression_date_params.csv",LogisticRegression_date_params,43,8
3238,0.6802051471609794,0.4647239263803681,"(9, 1, 43)_LogisticRegression_date_params.csv",LogisticRegression_date_params,43,9
89,0.5313960138185008,0.650853889943074,"(0, 1, 44)_LogisticRegression_date_params.csv",LogisticRegression_date_params,44,0
439,0.4776893615294718,0.5435582822085889,"(1, 1, 44)_LogisticRegression_date_params.csv",LogisticRegression_date_params,44,1
789,0.4978788873994956,0.38974358974358975,"(2, 1, 44)_LogisticRegression_date_params.csv",LogisticRegression_date_params,44,2
1139,0.5523767080567443,0.42078364565587734,"(3, 1, 44)_LogisticRegression_date_params.csv",LogisticRegression_date_params,44,3
1489,0.5608655946145701,0.5305466237942122,"(4, 1, 44)_LogisticRegression_date_params.csv",LogisticRegression_date_params,44,4
1839,0.5146177521825099,0.6333333333333333,"(5, 1, 44)_LogisticRegression_date_params.csv",LogisticRegression_date_params,44,5
2189,0.44006011094698944,0.5551663747810858,"(6, 1, 44)_LogisticRegression_date_params.csv",LogisticRegression_date_params,44,6
2539,0.4535512874690907,0.48662420382165605,"(7, 1, 44)_LogisticRegression_date_params.csv",LogisticRegression_date_params,44,7
2889,0.4951616328349486,0.4719926538108356,"(8, 1, 44)_LogisticRegression_date_params.csv",LogisticRegression_date_params,44,8
3239,0.6900984673476928,0.4606918238993711,"(9, 1, 44)_LogisticRegression_date_params.csv",LogisticRegression_date_params,44,9
90,0.4855026190564768,0.6453382084095064,"(0, 1, 45)_LogisticRegression_date_params.csv",LogisticRegression_date_params,45,0
440,0.4329000903351801,0.5459610027855153,"(1, 1, 45)_LogisticRegression_date_params.csv",LogisticRegression_date_params,45,1
790,0.44792770282947897,0.3956343792633015,"(2, 1, 45)_LogisticRegression_date_params.csv",LogisticRegression_date_params,45,2
1140,0.5439655972501115,0.4225589225589226,"(3, 1, 45)_LogisticRegression_date_params.csv",LogisticRegression_date_params,45,3
1490,0.5290940950310584,0.5442622950819672,"(4, 1, 45)_LogisticRegression_date_params.csv",LogisticRegression_date_params,45,4
1840,0.5065403698507667,0.6589861751152074,"(5, 1, 45)_LogisticRegression_date_params.csv",LogisticRegression_date_params,45,5
2190,0.42682716090811307,0.5639097744360902,"(6, 1, 45)_LogisticRegression_date_params.csv",LogisticRegression_date_params,45,6
2540,0.4277380441752208,0.464839094159714,"(7, 1, 45)_LogisticRegression_date_params.csv",LogisticRegression_date_params,45,7
2890,0.4617500769075608,0.4865831842576029,"(8, 1, 45)_LogisticRegression_date_params.csv",LogisticRegression_date_params,45,8
3240,0.6648988390978936,0.46074074074074073,"(9, 1, 45)_LogisticRegression_date_params.csv",LogisticRegression_date_params,45,9
91,0.5348169439460153,0.6471734892787524,"(0, 1, 46)_LogisticRegression_date_params.csv",LogisticRegression_date_params,46,0
441,0.479355952530947,0.5416164053075995,"(1, 1, 46)_LogisticRegression_date_params.csv",LogisticRegression_date_params,46,1
791,0.5003048762236453,0.391304347826087,"(2, 1, 46)_LogisticRegression_date_params.csv",LogisticRegression_date_params,46,2
1141,0.5533937340478308,0.42078364565587734,"(3, 1, 46)_LogisticRegression_date_params.csv",LogisticRegression_date_params,46,3
1491,0.5624997291245941,0.5290322580645161,"(4, 1, 46)_LogisticRegression_date_params.csv",LogisticRegression_date_params,46,4
1841,0.5152261579468986,0.6234817813765182,"(5, 1, 46)_LogisticRegression_date_params.csv",LogisticRegression_date_params,46,5
2191,0.4411406261747669,0.5496575342465754,"(6, 1, 46)_LogisticRegression_date_params.csv",LogisticRegression_date_params,46,6
2541,0.4559419121436149,0.4865211810012837,"(7, 1, 46)_LogisticRegression_date_params.csv",LogisticRegression_date_params,46,7
2891,0.500728989147411,0.4709193245778612,"(8, 1, 46)_LogisticRegression_date_params.csv",LogisticRegression_date_params,46,8
3241,0.6899029988399787,0.4673913043478261,"(9, 1, 46)_LogisticRegression_date_params.csv",LogisticRegression_date_params,46,9
92,0.5352039705668534,0.6471734892787524,"(0, 1, 47)_LogisticRegression_date_params.csv",LogisticRegression_date_params,47,0
442,0.4793463386592136,0.5416164053075995,"(1, 1, 47)_LogisticRegression_date_params.csv",LogisticRegression_date_params,47,1
792,0.5002979911203753,0.391304347826087,"(2, 1, 47)_LogisticRegression_date_params.csv",LogisticRegression_date_params,47,2
1142,0.5533841465952798,0.42078364565587734,"(3, 1, 47)_LogisticRegression_date_params.csv",LogisticRegression_date_params,47,3
1492,0.5626470832488858,0.5307443365695793,"(4, 1, 47)_LogisticRegression_date_params.csv",LogisticRegression_date_params,47,4
1842,0.5151506820035735,0.6254980079681275,"(5, 1, 47)_LogisticRegression_date_params.csv",LogisticRegression_date_params,47,5
2192,0.4413780049140122,0.548885077186964,"(6, 1, 47)_LogisticRegression_date_params.csv",LogisticRegression_date_params,47,6
2542,0.4559333413405254,0.4852752880921895,"(7, 1, 47)_LogisticRegression_date_params.csv",LogisticRegression_date_params,47,7
2892,0.5010762109588129,0.4722483537158984,"(8, 1, 47)_LogisticRegression_date_params.csv",LogisticRegression_date_params,47,8
3242,0.6900545950480692,0.4665629860031104,"(9, 1, 47)_LogisticRegression_date_params.csv",LogisticRegression_date_params,47,9
93,0.5222127984798615,0.6557971014492754,"(0, 1, 48)_LogisticRegression_date_params.csv",LogisticRegression_date_params,48,0
443,0.4733225371195523,0.539440203562341,"(1, 1, 48)_LogisticRegression_date_params.csv",LogisticRegression_date_params,48,1
793,0.4913406028150013,0.39147286821705424,"(2, 1, 48)_LogisticRegression_date_params.csv",LogisticRegression_date_params,48,2
1143,0.5504916640904871,0.41765704584040747,"(3, 1, 48)_LogisticRegression_date_params.csv",LogisticRegression_date_params,48,3
1493,0.5550126440963771,0.535483870967742,"(4, 1, 48)_LogisticRegression_date_params.csv",LogisticRegression_date_params,48,4
1843,0.5130561786690572,0.6394849785407726,"(5, 1, 48)_LogisticRegression_date_params.csv",LogisticRegression_date_params,48,5
2193,0.4376740889356559,0.5537340619307832,"(6, 1, 48)_LogisticRegression_date_params.csv",LogisticRegression_date_params,48,6
2543,0.449202372140625,0.4854111405835544,"(7, 1, 48)_LogisticRegression_date_params.csv",LogisticRegression_date_params,48,7
2893,0.4857166045361699,0.47873303167420816,"(8, 1, 48)_LogisticRegression_date_params.csv",LogisticRegression_date_params,48,8
3243,0.6873720734495861,0.46105919003115264,"(9, 1, 48)_LogisticRegression_date_params.csv",LogisticRegression_date_params,48,9
94,0.4705586159118701,0.6371841155234657,"(0, 1, 49)_LogisticRegression_date_params.csv",LogisticRegression_date_params,49,0
444,0.4329004332409463,0.5459610027855153,"(1, 1, 49)_LogisticRegression_date_params.csv",LogisticRegression_date_params,49,1
794,0.4385199491539364,0.39325842696629215,"(2, 1, 49)_LogisticRegression_date_params.csv",LogisticRegression_date_params,49,2
1144,0.5567928253762202,0.4179357021996616,"(3, 1, 49)_LogisticRegression_date_params.csv",LogisticRegression_date_params,49,3
1494,0.515249816847255,0.5423728813559322,"(4, 1, 49)_LogisticRegression_date_params.csv",LogisticRegression_date_params,49,4
1844,0.5014824730192566,0.6547085201793722,"(5, 1, 49)_LogisticRegression_date_params.csv",LogisticRegression_date_params,49,5
2194,0.4206784582160952,0.556640625,"(6, 1, 49)_LogisticRegression_date_params.csv",LogisticRegression_date_params,49,6
2544,0.4227733968880165,0.44739884393063584,"(7, 1, 49)_LogisticRegression_date_params.csv",LogisticRegression_date_params,49,7
2894,0.4450358903720632,0.4717153284671533,"(8, 1, 49)_LogisticRegression_date_params.csv",LogisticRegression_date_params,49,8
3244,0.6649001934487889,0.46074074074074073,"(9, 1, 49)_LogisticRegression_date_params.csv",LogisticRegression_date_params,49,9
95,0.4518289331167406,0.6368515205724508,"(0, 1, 5)_LogisticRegression_date_params.csv",LogisticRegression_date_params,5,0
445,0.4245928228294715,0.5574468085106383,"(1, 1, 5)_LogisticRegression_date_params.csv",LogisticRegression_date_params,5,1
795,0.4236340391612621,0.3893805309734513,"(2, 1, 5)_LogisticRegression_date_params.csv",LogisticRegression_date_params,5,2
1145,0.5567928255812529,0.4179357021996616,"(3, 1, 5)_LogisticRegression_date_params.csv",LogisticRegression_date_params,5,3
1495,0.5152498169073221,0.5423728813559322,"(4, 1, 5)_LogisticRegression_date_params.csv",LogisticRegression_date_params,5,4
1845,0.4929839038818528,0.6607142857142857,"(5, 1, 5)_LogisticRegression_date_params.csv",LogisticRegression_date_params,5,5
2195,0.4206784582169676,0.556640625,"(6, 1, 5)_LogisticRegression_date_params.csv",LogisticRegression_date_params,5,6
2545,0.4227733968877516,0.44739884393063584,"(7, 1, 5)_LogisticRegression_date_params.csv",LogisticRegression_date_params,5,7
2895,0.4450358903782126,0.4717153284671533,"(8, 1, 5)_LogisticRegression_date_params.csv",LogisticRegression_date_params,5,8
3245,0.6649001938768369,0.46074074074074073,"(9, 1, 5)_LogisticRegression_date_params.csv",LogisticRegression_date_params,5,9
96,0.4855030185117146,0.6453382084095064,"(0, 1, 6)_LogisticRegression_date_params.csv",LogisticRegression_date_params,6,0
446,0.4428752632516079,0.5486111111111112,"(1, 1, 6)_LogisticRegression_date_params.csv",LogisticRegression_date_params,6,1
796,0.4479279226692055,0.3956343792633015,"(2, 1, 6)_LogisticRegression_date_params.csv",LogisticRegression_date_params,6,2
1146,0.5439660365623601,0.4225589225589226,"(3, 1, 6)_LogisticRegression_date_params.csv",LogisticRegression_date_params,6,3
1496,0.5377966496071295,0.5420875420875421,"(4, 1, 6)_LogisticRegression_date_params.csv",LogisticRegression_date_params,6,4
1846,0.5065408382430304,0.6589861751152074,"(5, 1, 6)_LogisticRegression_date_params.csv",LogisticRegression_date_params,6,5
2196,0.4268273996039552,0.5639097744360902,"(6, 1, 6)_LogisticRegression_date_params.csv",LogisticRegression_date_params,6,6
2546,0.43495294193441053,0.4745341614906832,"(7, 1, 6)_LogisticRegression_date_params.csv",LogisticRegression_date_params,6,7
2896,0.4617501824997376,0.4865831842576029,"(8, 1, 6)_LogisticRegression_date_params.csv",LogisticRegression_date_params,6,8
3246,0.6648999567571697,0.46074074074074073,"(9, 1, 6)_LogisticRegression_date_params.csv",LogisticRegression_date_params,6,9
97,0.451828896108508,0.6368515205724508,"(0, 1, 7)_LogisticRegression_date_params.csv",LogisticRegression_date_params,7,0
447,0.4245928059363197,0.5574468085106383,"(1, 1, 7)_LogisticRegression_date_params.csv",LogisticRegression_date_params,7,1
797,0.42363400817700975,0.3893805309734513,"(2, 1, 7)_LogisticRegression_date_params.csv",LogisticRegression_date_params,7,2
1147,0.556792668804875,0.4179357021996616,"(3, 1, 7)_LogisticRegression_date_params.csv",LogisticRegression_date_params,7,3
1497,0.5152497639956856,0.5423728813559322,"(4, 1, 7)_LogisticRegression_date_params.csv",LogisticRegression_date_params,7,4
1847,0.492983835236672,0.6607142857142857,"(5, 1, 7)_LogisticRegression_date_params.csv",LogisticRegression_date_params,7,5
2197,0.4206784615312817,0.556640625,"(6, 1, 7)_LogisticRegression_date_params.csv",LogisticRegression_date_params,7,6
2547,0.4227733844711175,0.44739884393063584,"(7, 1, 7)_LogisticRegression_date_params.csv",LogisticRegression_date_params,7,7
2897,0.4450358714628986,0.4717153284671533,"(8, 1, 7)_LogisticRegression_date_params.csv",LogisticRegression_date_params,7,8
3247,0.6648999308944517,0.46074074074074073,"(9, 1, 7)_LogisticRegression_date_params.csv",LogisticRegression_date_params,7,9
98,0.5404866450084198,0.6485943775100401,"(0, 1, 8)_LogisticRegression_date_params.csv",LogisticRegression_date_params,8,0
448,0.4799650348071839,0.532258064516129,"(1, 1, 8)_LogisticRegression_date_params.csv",LogisticRegression_date_params,8,1
798,0.503159092542713,0.391304347826087,"(2, 1, 8)_LogisticRegression_date_params.csv",LogisticRegression_date_params,8,2
1148,0.5558284051239737,0.4222222222222222,"(3, 1, 8)_LogisticRegression_date_params.csv",LogisticRegression_date_params,8,3
1498,0.5648073968436512,0.5225806451612903,"(4, 1, 8)_LogisticRegression_date_params.csv",LogisticRegression_date_params,8,4
1848,0.516109911148495,0.6108949416342413,"(5, 1, 8)_LogisticRegression_date_params.csv",LogisticRegression_date_params,8,5
2198,0.4435706105570341,0.5547945205479452,"(6, 1, 8)_LogisticRegression_date_params.csv",LogisticRegression_date_params,8,6
2548,0.45998908400892696,0.49666221628838453,"(7, 1, 8)_LogisticRegression_date_params.csv",LogisticRegression_date_params,8,7
2898,0.5056370354713178,0.4790652385589094,"(8, 1, 8)_LogisticRegression_date_params.csv",LogisticRegression_date_params,8,8
3248,0.6924353865896371,0.4682170542635659,"(9, 1, 8)_LogisticRegression_date_params.csv",LogisticRegression_date_params,8,9
99,0.5410805002180185,0.6527777777777778,"(0, 1, 9)_LogisticRegression_date_params.csv",LogisticRegression_date_params,9,0
449,0.4796535684999706,0.5269662921348315,"(1, 1, 9)_LogisticRegression_date_params.csv",LogisticRegression_date_params,9,1
799,0.5023399338389676,0.39151515151515154,"(2, 1, 9)_LogisticRegression_date_params.csv",LogisticRegression_date_params,9,2
1149,0.5556079325589275,0.4205128205128205,"(3, 1, 9)_LogisticRegression_date_params.csv",LogisticRegression_date_params,9,3
1499,0.5659514687752458,0.5179153094462541,"(4, 1, 9)_LogisticRegression_date_params.csv",LogisticRegression_date_params,9,4
1849,0.5167079880655401,0.6046511627906976,"(5, 1, 9)_LogisticRegression_date_params.csv",LogisticRegression_date_params,9,5
2199,0.4450810783857713,0.5488454706927176,"(6, 1, 9)_LogisticRegression_date_params.csv",LogisticRegression_date_params,9,6
2549,0.4599694756455205,0.49558638083228246,"(7, 1, 9)_LogisticRegression_date_params.csv",LogisticRegression_date_params,9,7
2899,0.5071653853915256,0.4700193423597679,"(8, 1, 9)_LogisticRegression_date_params.csv",LogisticRegression_date_params,9,8
3249,0.6952091527053429,0.4699367088607595,"(9, 1, 9)_LogisticRegression_date_params.csv",LogisticRegression_date_params,9,9
250,0.3079864639383462,0.0,"(0, 5, 0)_MLPClassifier_date_params.csv",MLPClassifier_date_params,0,0
600,0.2650583574043177,0.8,"(1, 5, 0)_MLPClassifier_date_params.csv",MLPClassifier_date_params,0,1
950,0.45549834751516705,0.29577464788732394,"(2, 5, 0)_MLPClassifier_date_params.csv",MLPClassifier_date_params,0,2
1300,0.5799031830875071,0.41156462585034015,"(3, 5, 0)_MLPClassifier_date_params.csv",MLPClassifier_date_params,0,3
1650,0.3727287734216311,0.0,"(4, 5, 0)_MLPClassifier_date_params.csv",MLPClassifier_date_params,0,4
2000,0.4077865348952359,0.0,"(5, 5, 0)_MLPClassifier_date_params.csv",MLPClassifier_date_params,0,5
2350,0.3538134096679153,0.0,"(6, 5, 0)_MLPClassifier_date_params.csv",MLPClassifier_date_params,0,6
2700,0.3668029126760433,0.0,"(7, 5, 0)_MLPClassifier_date_params.csv",MLPClassifier_date_params,0,7
3050,0.3768619622152544,0.0,"(8, 5, 0)_MLPClassifier_date_params.csv",MLPClassifier_date_params,0,8
3400,0.5646265196968911,0.38461538461538464,"(9, 5, 0)_MLPClassifier_date_params.csv",MLPClassifier_date_params,0,9
251,0.5609107248299603,0.6495049504950495,"(0, 5, 1)_MLPClassifier_date_params.csv",MLPClassifier_date_params,1,0
601,0.2684252102808481,0.4172447968285431,"(1, 5, 1)_MLPClassifier_date_params.csv",MLPClassifier_date_params,1,1
951,0.5060174695616599,0.4421768707482993,"(2, 5, 1)_MLPClassifier_date_params.csv",MLPClassifier_date_params,1,2
1301,0.5683988533855858,0.42538593481989706,"(3, 5, 1)_MLPClassifier_date_params.csv",MLPClassifier_date_params,1,3
1651,0.3728731385708521,0.0,"(4, 5, 1)_MLPClassifier_date_params.csv",MLPClassifier_date_params,1,4
2001,0.5340028544129294,0.7580645161290323,"(5, 5, 1)_MLPClassifier_date_params.csv",MLPClassifier_date_params,1,5
2351,0.3535873743069918,0.5196581196581197,"(6, 5, 1)_MLPClassifier_date_params.csv",MLPClassifier_date_params,1,6
2701,0.5008699607127938,0.40790742526518803,"(7, 5, 1)_MLPClassifier_date_params.csv",MLPClassifier_date_params,1,7
3051,0.37952635222244346,0.23387096774193547,"(8, 5, 1)_MLPClassifier_date_params.csv",MLPClassifier_date_params,1,8
3401,0.5570991292158867,0.0,"(9, 5, 1)_MLPClassifier_date_params.csv",MLPClassifier_date_params,1,9
252,0.7817194953634623,0.6573426573426573,"(0, 5, 10)_MLPClassifier_date_params.csv",MLPClassifier_date_params,10,0
602,0.5224132653429487,0.5773333333333334,"(1, 5, 10)_MLPClassifier_date_params.csv",MLPClassifier_date_params,10,1
952,0.3096901688298259,0.4727272727272727,"(2, 5, 10)_MLPClassifier_date_params.csv",MLPClassifier_date_params,10,2
1302,0.5393343786978664,0.4582441113490364,"(3, 5, 10)_MLPClassifier_date_params.csv",MLPClassifier_date_params,10,3
1652,0.7507624798534269,0.5734265734265734,"(4, 5, 10)_MLPClassifier_date_params.csv",MLPClassifier_date_params,10,4
2002,0.9020553359493166,0.6565217391304348,"(5, 5, 10)_MLPClassifier_date_params.csv",MLPClassifier_date_params,10,5
2352,0.8727168547890698,0.6666666666666666,"(6, 5, 10)_MLPClassifier_date_params.csv",MLPClassifier_date_params,10,6
2702,0.4379318534129357,0.5634218289085545,"(7, 5, 10)_MLPClassifier_date_params.csv",MLPClassifier_date_params,10,7
3052,0.6404189409840878,0.46271186440677964,"(8, 5, 10)_MLPClassifier_date_params.csv",MLPClassifier_date_params,10,8
3402,0.6227554449040716,0.46609257265877285,"(9, 5, 10)_MLPClassifier_date_params.csv",MLPClassifier_date_params,10,9
253,0.3079919038762949,0.0,"(0, 5, 11)_MLPClassifier_date_params.csv",MLPClassifier_date_params,11,0
603,0.26513694984871505,0.2631578947368421,"(1, 5, 11)_MLPClassifier_date_params.csv",MLPClassifier_date_params,11,1
953,0.4883162438749328,0.42160737812911725,"(2, 5, 11)_MLPClassifier_date_params.csv",MLPClassifier_date_params,11,2
1303,0.5540456154412399,0.41710296684118675,"(3, 5, 11)_MLPClassifier_date_params.csv",MLPClassifier_date_params,11,3
1653,0.3734052778402613,0.0,"(4, 5, 11)_MLPClassifier_date_params.csv",MLPClassifier_date_params,11,4
2003,0.6315699696295161,0.5402298850574713,"(5, 5, 11)_MLPClassifier_date_params.csv",MLPClassifier_date_params,11,5
2353,0.4340476489005309,0.0,"(6, 5, 11)_MLPClassifier_date_params.csv",MLPClassifier_date_params,11,6
2703,0.46172572387594,0.3333333333333333,"(7, 5, 11)_MLPClassifier_date_params.csv",MLPClassifier_date_params,11,7
3053,0.5178006759965539,0.2641509433962264,"(8, 5, 11)_MLPClassifier_date_params.csv",MLPClassifier_date_params,11,8
3403,0.3725470647340664,0.0,"(9, 5, 11)_MLPClassifier_date_params.csv",MLPClassifier_date_params,11,9
254,0.4380096183032997,1.0,"(0, 5, 12)_MLPClassifier_date_params.csv",MLPClassifier_date_params,12,0
